・000006\1868_ruby_shosetsu_soron.txt(15,6): ※［＃小書き片仮名ン、237-11］
・001411\59071_ruby_01hyotono_gyofu.txt(1231,21): ※［＃小書き片仮名ヱ、180-12］
・001477\50926_txt_gishiwajinden.txt(12,1275): ※［＃「木＋（冂＜はみ出た横棒二本）」、81-4］
・001477\50926_txt_gishiwajinden.txt(12,2310): ※［＃「くさかんむり／倩」、82-10］
・001477\50926_txt_gishiwajinden.txt(12,2645): ※［＃「けものへん＋付」、83-1］
・001484\51153_txt_zuisho_wakokuden.txt(12,711): ※［＃「ころもへん＋巽」、89-5］
・001484\51153_txt_zuisho_wakokuden.txt(12,729): ※［＃「てへん＋孅のつくり」、89-5］
・001484\51153_txt_zuisho_wakokuden.txt(12,799): ※［＃「矛＋贊」、89-6］
・001484\51153_txt_zuisho_wakokuden.txt(12,1076): ※［＃「くさかんむり／捕」、89-11］
・001484\51153_txt_zuisho_wakokuden.txt(12,1354): ※［＃「譽」の「言」に代えて「車」、90-1］
・001484\51153_txt_zuisho_wakokuden.txt(12,1601): ※［＃「身＋冉」、90-6］
・001488\56224_ruby_hanato_ryu.txt(15,4): ※［＃「（「Γ」を左右反転したもの）＜甚」、屋号を示す記号、上巻-34-18］
・001488\56224_ruby_hanato_ryu.txt(366,29): ※［＃「（「Γ」を左右反転したもの）＜甚」、屋号を示す記号、上巻-34-18］
・001488\56224_ruby_hanato_ryu.txt(375,29): ※［＃「（「Γ」を左右反転したもの）＜甚」、屋号を示す記号、上巻-35-15］
・001488\56224_ruby_hanato_ryu.txt(376,17): ※［＃「（「Γ」を左右反転したもの）＜甚」、屋号を示す記号、上巻-35-16］
・001488\56224_ruby_hanato_ryu.txt(376,103): ※［＃「（「Γ」を左右反転したもの）＜甚」、屋号を示す記号、上巻-35-17］
・001488\56224_ruby_hanato_ryu.txt(382,64): ※［＃「（「Γ」を左右反転したもの）＜甚」、屋号を示す記号、上巻-36-7］
・001488\56224_ruby_hanato_ryu.txt(382,151): ※［＃「（「Γ」を左右反転したもの）＜甚」、屋号を示す記号、上巻-36-8］
・001488\56224_ruby_hanato_ryu.txt(383,45): ※［＃「（「Γ」を左右反転したもの）＜甚」、屋号を示す記号、上巻-36-10］
・001488\56224_ruby_hanato_ryu.txt(384,50): ※［＃「（「Γ」を左右反転したもの）＜甚」、屋号を示す記号、上巻-36-14］
・001488\56224_ruby_hanato_ryu.txt(388,6): ※［＃「（「Γ」を左右反転したもの）＜甚」、屋号を示す記号、上巻-37-1］
・001488\56224_ruby_hanato_ryu.txt(391,12): ※［＃「（「Γ」を左右反転したもの）＜甚」、屋号を示す記号、上巻-37-4］
・001488\56224_ruby_hanato_ryu.txt(397,8): ※［＃「（「Γ」を左右反転したもの）＜甚」、屋号を示す記号、上巻-37-14］
・001488\56224_ruby_hanato_ryu.txt(405,15): ※［＃「（「Γ」を左右反転したもの）＜甚」、屋号を示す記号、上巻-38-7］
・001488\56224_ruby_hanato_ryu.txt(419,9): ※［＃「（「Γ」を左右反転したもの）＜甚」、屋号を示す記号、上巻-39-14］
・001488\56224_ruby_hanato_ryu.txt(426,8): ※［＃「（「Γ」を左右反転したもの）＜甚」、屋号を示す記号、上巻-40-5］
・001488\56224_ruby_hanato_ryu.txt(429,55): ※［＃「（「Γ」を左右反転したもの）＜甚」、屋号を示す記号、上巻-40-10］
・001488\56224_ruby_hanato_ryu.txt(441,2): ※［＃「（「Γ」を左右反転したもの）＜甚」、屋号を示す記号、上巻-41-11］
・001488\56224_ruby_hanato_ryu.txt(462,12): ※［＃「（「Γ」を左右反転したもの）＜甚」、屋号を示す記号、上巻-43-8］
・001488\56224_ruby_hanato_ryu.txt(556,112): ※［＃「（「Γ」を左右反転したもの）＜甚」、屋号を示す記号、上巻-51-6］
・001488\56224_ruby_hanato_ryu.txt(575,28): ※［＃「（「Γ」を左右反転したもの）＜甚」、屋号を示す記号、上巻-52-16］
・001488\56224_ruby_hanato_ryu.txt(576,7): ※［＃「（「Γ」を左右反転したもの）＜甚」、屋号を示す記号、上巻-52-17］
・001488\56224_ruby_hanato_ryu.txt(606,111): ※［＃「（「Γ」を左右反転したもの）＜甚」、屋号を示す記号、上巻-55-4］
・001488\56224_ruby_hanato_ryu.txt(606,231): ※［＃「（「Γ」を左右反転したもの）＜甚」、屋号を示す記号、上巻-55-6］
・001488\56224_ruby_hanato_ryu.txt(607,5): ※［＃「（「Γ」を左右反転したもの）＜甚」、屋号を示す記号、上巻-55-8］
・001488\56224_ruby_hanato_ryu.txt(3832,10): ※［＃「白＋斗」、上巻-352-5］
・001488\56224_ruby_hanato_ryu.txt(3832,143): ※［＃「白＋斗」、上巻-352-7］
・001518\51731_ruby_02kochu_kojiki.txt(2039,3): ※［＃「土へん＋竒」、144-脚注-6］
・001518\51731_ruby_02kochu_kojiki.txt(2364,3): ※［＃「娉」の「由」に代えて「叟－又」、161-本文-1］
・001518\51731_ruby_02kochu_kojiki.txt(2364,43): ※［＃「娉」の「由」に代えて「叟－又」、161-本文-1］
・001520\54957_ruby_kogeino_michi.txt(995,16): ※［＃ローマ数字13、302-8］
・001520\54957_ruby_kogeino_michi.txt(997,4): ※［＃ローマ数字13、303-16］
・001520\54957_ruby_kogeino_michi.txt(998,10): ※［＃ローマ数字13、303-16］
・001520\54957_ruby_kogeino_michi.txt(1004,16): ※［＃ローマ数字14、305-1］
・001520\54957_ruby_kogeino_michi.txt(1006,4): ※［＃ローマ数字14、306-15］
・001520\54957_ruby_kogeino_michi.txt(1007,10): ※［＃ローマ数字14、306-15］
・001520\54957_ruby_kogeino_michi.txt(1013,16): ※［＃ローマ数字15、307-9］
・001520\54957_ruby_kogeino_michi.txt(1015,4): ※［＃ローマ数字15、309-16］
・001520\54957_ruby_kogeino_michi.txt(1016,10): ※［＃ローマ数字15、309-16］
・001520\54957_ruby_kogeino_michi.txt(1022,16): ※［＃ローマ数字16、310-1］
・001520\54957_ruby_kogeino_michi.txt(1024,4): ※［＃ローマ数字16、311-16］
・001520\54957_ruby_kogeino_michi.txt(1025,10): ※［＃ローマ数字16、311-16］
・001520\54957_ruby_kogeino_michi.txt(1030,16): ※［＃ローマ数字17、312-8］
・001520\54957_ruby_kogeino_michi.txt(1032,4): ※［＃ローマ数字17、313-16］
・001520\54957_ruby_kogeino_michi.txt(1033,10): ※［＃ローマ数字17、313-16］
・001520\54957_ruby_kogeino_michi.txt(1039,16): ※［＃ローマ数字18、315-12］
・001520\54957_ruby_kogeino_michi.txt(1041,4): ※［＃ローマ数字18、317-16］
・001520\54957_ruby_kogeino_michi.txt(1042,10): ※［＃ローマ数字18、317-16］
・001520\54957_ruby_kogeino_michi.txt(1048,16): ※［＃ローマ数字19、318-14］
・001520\54957_ruby_kogeino_michi.txt(1048,34): ※［＃ローマ数字20、318-14］
・001520\54957_ruby_kogeino_michi.txt(1050,4): ※［＃ローマ数字19、319-16］
・001520\54957_ruby_kogeino_michi.txt(1051,10): ※［＃ローマ数字19、319-16］
・001520\54957_ruby_kogeino_michi.txt(1053,4): ※［＃ローマ数字20、319-16］
・001520\54957_ruby_kogeino_michi.txt(1054,10): ※［＃ローマ数字20、319-16］
・001520\54957_ruby_kogeino_michi.txt(1059,16): ※［＃ローマ数字21、322-1］
・001520\54957_ruby_kogeino_michi.txt(1061,4): ※［＃ローマ数字21、323-16］
・001520\54957_ruby_kogeino_michi.txt(1062,10): ※［＃ローマ数字21、323-16］
・001520\54957_ruby_kogeino_michi.txt(1069,16): ※［＃ローマ数字22、324-8］
・001520\54957_ruby_kogeino_michi.txt(1071,4): ※［＃ローマ数字22、325-16］
・001520\54957_ruby_kogeino_michi.txt(1072,10): ※［＃ローマ数字22、325-16］
・001520\54957_ruby_kogeino_michi.txt(1078,16): ※［＃ローマ数字23、327-8］
・001520\54957_ruby_kogeino_michi.txt(1080,4): ※［＃ローマ数字23、329-7］
・001520\54957_ruby_kogeino_michi.txt(1081,10): ※［＃ローマ数字23、329-7］
・001520\54957_ruby_kogeino_michi.txt(1088,16): ※［＃ローマ数字24、330-6］
・001520\54957_ruby_kogeino_michi.txt(1090,4): ※［＃ローマ数字24、331-16］
・001520\54957_ruby_kogeino_michi.txt(1091,10): ※［＃ローマ数字24、331-16］
・001520\54957_ruby_kogeino_michi.txt(1097,16): ※［＃ローマ数字25、333-1］
・001520\54957_ruby_kogeino_michi.txt(1099,4): ※［＃ローマ数字25、335-16］
・001520\54957_ruby_kogeino_michi.txt(1100,10): ※［＃ローマ数字25、335-16］
・001520\54957_ruby_kogeino_michi.txt(1106,16): ※［＃ローマ数字26、336-5］
・001520\54957_ruby_kogeino_michi.txt(1108,4): ※［＃ローマ数字26、337-16］
・001520\54957_ruby_kogeino_michi.txt(1109,10): ※［＃ローマ数字26、337-16］
・001529\50685_ruby_ooka_seidan.txt(15,4): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、2-5］
・001529\50685_ruby_ooka_seidan.txt(34,102): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、2-5］
・001529\50685_ruby_ooka_seidan.txt(147,503): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、6-13］
・001529\50685_ruby_ooka_seidan.txt(176,2680): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、15-1］
・001529\50685_ruby_ooka_seidan.txt(200,4134): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、27-16］
・001529\50685_ruby_ooka_seidan.txt(244,3102): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、55-15］
・001529\50685_ruby_ooka_seidan.txt(248,1547): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、58-5］
・001529\50685_ruby_ooka_seidan.txt(248,3890): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、59-14］
・001529\50685_ruby_ooka_seidan.txt(248,4619): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、60-5］
・001529\50685_ruby_ooka_seidan.txt(280,3414): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、76-2］
・001529\50685_ruby_ooka_seidan.txt(284,286): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、76-8］
・001529\50685_ruby_ooka_seidan.txt(285,28): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、77-1］
・001529\50685_ruby_ooka_seidan.txt(285,2104): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、78-7］
・001529\50685_ruby_ooka_seidan.txt(297,1626): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、85-18］
・001529\50685_ruby_ooka_seidan.txt(301,3226): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、90-4］
・001529\50685_ruby_ooka_seidan.txt(309,1052): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、94-9］
・001529\50685_ruby_ooka_seidan.txt(330,1538): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、107-15］
・001529\50685_ruby_ooka_seidan.txt(330,1823): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、107-18］
・001529\50685_ruby_ooka_seidan.txt(330,4092): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、109-5］
・001529\50685_ruby_ooka_seidan.txt(338,4844): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、115-17］
・001529\50685_ruby_ooka_seidan.txt(426,184): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、127-15］
・001529\50685_ruby_ooka_seidan.txt(433,3975): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、132-10］
・001529\50685_ruby_ooka_seidan.txt(441,7521): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、143-15］
・001529\50685_ruby_ooka_seidan.txt(441,9696): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、144-18］
・001529\50685_ruby_ooka_seidan.txt(511,543): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、160-17］
・001529\50685_ruby_ooka_seidan.txt(511,5127): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、163-13］
・001529\50685_ruby_ooka_seidan.txt(515,444): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、164-12］
・001529\50685_ruby_ooka_seidan.txt(550,2789): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、179-13］
・001529\50685_ruby_ooka_seidan.txt(554,2557): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、182-6］
・001529\50685_ruby_ooka_seidan.txt(571,2329): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、192-18］
・001529\50685_ruby_ooka_seidan.txt(571,3162): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、193-9］
・001529\50685_ruby_ooka_seidan.txt(575,1259): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、194-15］
・001529\50685_ruby_ooka_seidan.txt(579,1594): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、197-4］
・001529\50685_ruby_ooka_seidan.txt(579,2516): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、197-14］
・001529\50685_ruby_ooka_seidan.txt(579,3370): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、198-7］
・001529\50685_ruby_ooka_seidan.txt(592,2165): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、205-2］
・001529\50685_ruby_ooka_seidan.txt(607,86): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、207-10］
・001529\50685_ruby_ooka_seidan.txt(607,1187): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、208-6］
・001529\50685_ruby_ooka_seidan.txt(611,222): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、208-10］
・001529\50685_ruby_ooka_seidan.txt(623,1758): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、215-8］
・001529\50685_ruby_ooka_seidan.txt(627,917): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、216-15］
・001529\50685_ruby_ooka_seidan.txt(639,1038): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、224-15］
・001529\50685_ruby_ooka_seidan.txt(639,1217): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、224-16］
・001529\50685_ruby_ooka_seidan.txt(643,2591): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、227-1］
・001529\50685_ruby_ooka_seidan.txt(647,1052): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、227-15］
・001529\50685_ruby_ooka_seidan.txt(647,1896): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、228-8］
・001529\50685_ruby_ooka_seidan.txt(659,420): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、233-4］
・001529\50685_ruby_ooka_seidan.txt(671,888): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、238-3］
・001529\50685_ruby_ooka_seidan.txt(727,399): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、256-15］
・001529\50685_ruby_ooka_seidan.txt(754,304): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、264-14］
・001529\50685_ruby_ooka_seidan.txt(766,1953): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、268-4］
・001529\50685_ruby_ooka_seidan.txt(780,10): ※［＃まいらせそうろう、272-9］
・001529\50685_ruby_ooka_seidan.txt(780,105): ※［＃まいらせそうろう、272-10］
・001529\50685_ruby_ooka_seidan.txt(780,388): ※［＃まいらせそうろう、272-14］
・001529\50685_ruby_ooka_seidan.txt(781,19): ※［＃かしく、272-15］
・001529\50685_ruby_ooka_seidan.txt(847,445): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、299-6］
・001529\50685_ruby_ooka_seidan.txt(945,2515): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、326-12］
・001529\50685_ruby_ooka_seidan.txt(996,400): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、338-14］
・001529\50685_ruby_ooka_seidan.txt(1000,379): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、342-5］
・001529\50685_ruby_ooka_seidan.txt(1004,1230): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、344-10］
・001529\50685_ruby_ooka_seidan.txt(1015,138): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、345-8］
・001529\50685_ruby_ooka_seidan.txt(1035,1083): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、354-13］
・001529\50685_ruby_ooka_seidan.txt(1039,1269): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、356-14］
・001529\50685_ruby_ooka_seidan.txt(1071,2693): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、369-1］
・001529\50685_ruby_ooka_seidan.txt(1083,217): ※［＃「纏」の「广」に代えて「厂」、373-14］
・001529\50685_ruby_ooka_seidan.txt(1109,119): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、376-17］
・001529\50685_ruby_ooka_seidan.txt(1124,516): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、381-8］
・001529\50685_ruby_ooka_seidan.txt(1184,571): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、402-3］
・001529\50685_ruby_ooka_seidan.txt(1221,2934): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、419-17］
・001529\50685_ruby_ooka_seidan.txt(1241,1323): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、429-11］
・001529\50685_ruby_ooka_seidan.txt(1241,2940): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、430-12］
・001529\50685_ruby_ooka_seidan.txt(1245,1843): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、433-2］
・001529\50685_ruby_ooka_seidan.txt(1249,1455): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、434-5］
・001529\50685_ruby_ooka_seidan.txt(1253,2281): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、438-5］
・001529\50685_ruby_ooka_seidan.txt(1305,1876): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、463-4］
・001529\50685_ruby_ooka_seidan.txt(1305,3190): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、464-2］
・001529\50685_ruby_ooka_seidan.txt(1314,596): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、467-11］
・001529\50685_ruby_ooka_seidan.txt(1314,749): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、467-12］
・001529\50685_ruby_ooka_seidan.txt(1318,1492): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、469-8］
・001529\50685_ruby_ooka_seidan.txt(1318,1972): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、469-13］
・001529\50685_ruby_ooka_seidan.txt(1326,1016): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、472-15］
・001529\50685_ruby_ooka_seidan.txt(1330,2168): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、476-18］
・001529\50685_ruby_ooka_seidan.txt(1334,1095): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、479-10］
・001529\50685_ruby_ooka_seidan.txt(1346,311): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、484-9］
・001529\50685_ruby_ooka_seidan.txt(1346,1162): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、485-1］
・001529\50685_ruby_ooka_seidan.txt(1354,492): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、488-2］
・001529\50685_ruby_ooka_seidan.txt(1370,1287): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、497-10］
・001529\50685_ruby_ooka_seidan.txt(1378,97): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、501-13］
・001529\50685_ruby_ooka_seidan.txt(1378,2050): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、503-2］
・001529\50685_ruby_ooka_seidan.txt(1382,1306): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、505-17］
・001529\50685_ruby_ooka_seidan.txt(1382,2367): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、506-12］
・001529\50685_ruby_ooka_seidan.txt(1386,1012): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、509-3］
・001529\50685_ruby_ooka_seidan.txt(1386,2579): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、510-5］
・001529\50685_ruby_ooka_seidan.txt(1450,2554): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、524-18］
・001529\50685_ruby_ooka_seidan.txt(1454,100): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、527-8］
・001529\50685_ruby_ooka_seidan.txt(1454,1120): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、528-3］
・001529\50685_ruby_ooka_seidan.txt(1474,592): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、538-9］
・001529\50685_ruby_ooka_seidan.txt(1474,1187): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、538-16］
・001529\50685_ruby_ooka_seidan.txt(1478,1529): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、541-4］
・001529\50685_ruby_ooka_seidan.txt(1482,613): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、543-6］
・001529\50685_ruby_ooka_seidan.txt(1490,1248): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、547-6］
・001529\50685_ruby_ooka_seidan.txt(1494,899): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、549-1］
・001529\50685_ruby_ooka_seidan.txt(1498,1759): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、551-13］
・001529\50685_ruby_ooka_seidan.txt(1517,2966): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、561-7］
・001529\50685_ruby_ooka_seidan.txt(1521,1497): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、564-10］
・001529\50685_ruby_ooka_seidan.txt(1533,1973): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、570-9］
・001529\50685_ruby_ooka_seidan.txt(1561,581): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、578-17］
・001529\50685_ruby_ooka_seidan.txt(1586,906): ※［＃まゐらせさうらふ、582-16］
・001529\50685_ruby_ooka_seidan.txt(1619,181): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、584-8］
・001529\50685_ruby_ooka_seidan.txt(1619,667): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、584-13］
・001529\50685_ruby_ooka_seidan.txt(1661,200): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、594-5］
・001529\50685_ruby_ooka_seidan.txt(1665,1263): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、595-5］
・001529\50685_ruby_ooka_seidan.txt(1695,530): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、601-18］
・001529\50685_ruby_ooka_seidan.txt(1695,778): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、602-3］
・001529\50685_ruby_ooka_seidan.txt(1703,91): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、604-7］
・001529\50685_ruby_ooka_seidan.txt(1711,259): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、607-14］
・001529\50685_ruby_ooka_seidan.txt(1711,3725): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、610-1］
・001529\50685_ruby_ooka_seidan.txt(1723,268): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、613-14］
・001529\50685_ruby_ooka_seidan.txt(1794,1716): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、628-6］
・001529\50685_ruby_ooka_seidan.txt(1798,4752): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、633-7］
・001529\50685_ruby_ooka_seidan.txt(1802,1339): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、634-8］
・001529\50685_ruby_ooka_seidan.txt(1802,4085): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、636-3］
・001529\50685_ruby_ooka_seidan.txt(1844,495): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、659-8］
・001529\50685_ruby_ooka_seidan.txt(1844,942): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、659-13］
・001529\50685_ruby_ooka_seidan.txt(1844,1952): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、660-8］
・001529\50685_ruby_ooka_seidan.txt(1852,840): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、665-9］
・001529\50685_ruby_ooka_seidan.txt(1856,4632): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、669-7］
・001529\50685_ruby_ooka_seidan.txt(1879,381): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、679-7］
・001529\50685_ruby_ooka_seidan.txt(1879,2921): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、681-3］
・001529\50685_ruby_ooka_seidan.txt(1883,702): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、684-9］
・001529\50685_ruby_ooka_seidan.txt(1883,1100): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、684-12］
・001529\50685_ruby_ooka_seidan.txt(1906,2536): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、694-13］
・001529\50685_ruby_ooka_seidan.txt(1955,904): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、710-18］
・001529\50685_ruby_ooka_seidan.txt(1955,2644): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、712-1］
・001529\50685_ruby_ooka_seidan.txt(1955,3413): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、712-10］
・001529\50685_ruby_ooka_seidan.txt(1959,223): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、714-8］
・001529\50685_ruby_ooka_seidan.txt(1959,2303): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、715-16］
・001529\50685_ruby_ooka_seidan.txt(1971,2008): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、718-11］
・001529\50685_ruby_ooka_seidan.txt(2016,4333): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、737-13］
・001529\50685_ruby_ooka_seidan.txt(2024,1433): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、740-10］
・001529\50685_ruby_ooka_seidan.txt(2024,1584): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、740-11］
・001529\50685_ruby_ooka_seidan.txt(2036,409): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、741-16］
・001529\50685_ruby_ooka_seidan.txt(2040,1670): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、743-8］
・001529\50685_ruby_ooka_seidan.txt(2040,1885): ※［＃「纏」の「广」に代えて「厂」、743-10］
・001529\50685_ruby_ooka_seidan.txt(2040,2564): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、743-16］
・001529\50685_ruby_ooka_seidan.txt(2040,2952): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、744-2］
・001529\50685_ruby_ooka_seidan.txt(2052,1541): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、748-3］
・001529\50685_ruby_ooka_seidan.txt(2052,5221): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、750-12］
・001529\50685_ruby_ooka_seidan.txt(2064,400): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、761-7］
・001529\50685_ruby_ooka_seidan.txt(2068,464): ※［＃「圖」の「回」に代えて「面から一、二画目をとったもの」、762-5］
